model,task,from_lang,to_lang,success,valid
dolphincoder7b,file_exists,js,go,1.0,1.0
granitecode3b,str_concat,py,java,1.0,0.0
codegemma7b,str_interp,py,go,1.0,0.0
deepseekcoderv2,int_factors,rs,c,1.0,1.0
codellama7b,str_prepend,go,java,1.0,0.0
granitecode3b,str_prepend,js,java,1.0,0.0
yicoder9b,str_match,js,go,1.0,0.0
granitecode3b,logic_ops,py,cpp,1.0,0.0
dolphincoder7b,logic_ops,c,java,1.0,0.0
magicoder7b,file_exists,go,c,1.0,0.0
deepseekcoder7b,dir_make,js,java,1.0,0.0
yicoder2b,int_factors,go,rs,1.0,0.0
yicoder2b,str_substring,js,rs,1.0,1.0
qwen2.5coder7b,int_factors,js,rs,1.0,1.0
yicoder2b,str_prepend,go,java,1.0,0.0
granitecode3b,file_rename,rs,java,1.0,1.0
codellama7b,str_substring,js,java,1.0,1.0
codeqwen,str_match,go,rs,1.0,0.0
deepseekcoder7b,bit_ops,java,go,1.0,1.0
granitecode8b,logic_ops,java,cpp,1.0,0.0
codellama7b,file_create,cpp,java,1.0,1.0
dolphincoder7b,str_substring,java,go,1.0,0.0
stablecode,dir_make,js,cpp,1.0,0.0
magicoder7b,file_size,c,rs,1.0,0.0
granitecode8b,int_arith,py,go,1.0,1.0
granitecode8b,file_create,cpp,go,1.0,0.0
stablecode,str_interp,py,c,1.0,0.0
qwen2.5coder2b,str_append,java,js,1.0,1.0
granitecode8b,bit_ops,js,c,1.0,0.0
granitecode8b,int_factors,js,go,1.0,1.0
codellama7b,int_cmp,py,go,1.0,1.0
stablecode,file_size,js,c,1.0,0.0
qwen2.5coder2b,file_exists,go,c,1.0,1.0
qwen2.5coder7b,str_substring,js,rs,1.0,1.0
codeqwen,int_factors,c,java,1.0,0.0
yicoder9b,file_rename,js,cpp,1.0,1.0
stablecode,file_size,go,js,1.0,0.0
granitecode3b,str_match,py,go,1.0,0.0
codegemma7b,int_arith,go,rs,1.0,0.0
qwen2.5coder7b,str_substring,cpp,go,1.0,1.0
qwen2.5coder7b,str_cmp,py,c,1.0,1.0
deepseekcoder7b,bit_ops,js,rs,1.0,0.0
qwen2.5coder7b,str_interp,cpp,rs,1.0,1.0
deepseekcoder7b,file_create,rs,java,1.0,1.0
stablecode,file_create,py,rs,1.0,0.0
stablecode,str_prepend,go,rs,1.0,0.0
stablecode,file_create,cpp,go,1.0,0.0
dolphincoder7b,str_prepend,c,rs,1.0,0.0
dolphincoder7b,str_cmp,js,cpp,1.0,0.0
yicoder2b,int_arith,js,go,1.0,0.0
stablecode,str_append,rs,c,1.0,1.0
deepseekcoderv2,str_append,java,c,1.0,0.0
codegemma7b,str_append,js,java,1.0,0.0
granitecode8b,logic_ops,js,cpp,1.0,0.0
qwen2.5coder7b,int_cmp,rs,go,1.0,1.0
granitecode3b,str_interp,js,java,1.0,0.0
yicoder2b,file_create,rs,js,1.0,0.0
magicoder7b,str_prepend,java,rs,1.0,1.0
deepseekcoderv2,str_cmp,c,go,1.0,1.0
stablecode,str_match,rs,py,1.0,0.0
magicoder7b,file_exists,cpp,c,1.0,1.0
granitecode3b,str_cmp,js,py,1.0,0.0
codegeex4,str_substring,c,go,1.0,0.0
stablecode,str_substring,rs,py,1.0,0.0
codellama7b,str_concat,cpp,c,1.0,1.0
granitecode3b,str_substring,py,rs,1.0,1.0
deepseekcoder7b,str_substring,java,cpp,1.0,0.0
deepseekcoderv2,str_concat,js,c,1.0,1.0
dolphincoder7b,str_cmp,go,rs,1.0,0.0
dolphincoder7b,logic_ops,java,go,1.0,1.0
codegemma7b,file_exists,js,rs,1.0,0.0
granitecode3b,bit_ops,c,cpp,1.0,0.0
granitecode8b,str_match,go,cpp,1.0,0.0
qwen2.5coder7b,str_cmp,js,cpp,1.0,1.0
yicoder2b,int_arith,cpp,rs,1.0,0.0
granitecode3b,str_append,py,c,1.0,0.0
magicoder7b,file_create,go,c,1.0,0.0
yicoder2b,int_arith,rs,c,1.0,0.0
yicoder9b,file_size,js,go,1.0,0.0
stablecode,str_interp,py,rs,1.0,0.0
granitecode3b,int_arith,java,go,1.0,1.0
magicoder7b,str_substring,go,rs,1.0,1.0
granitecode3b,str_cmp,cpp,go,1.0,0.0
stablecode,bit_ops,js,py,1.0,0.0
yicoder9b,str_cmp,cpp,rs,1.0,0.0
deepseekcoderv2,bit_ops,java,rs,1.0,0.0
deepseekcoder7b,str_match,cpp,rs,1.0,1.0
magicoder7b,str_cmp,c,java,1.0,0.0
codellama7b,str_concat,rs,c,1.0,1.0
stablecode,int_cmp,java,go,1.0,0.0
qwen2.5coder2b,str_substring,js,c,1.0,0.0
codellama7b,int_factors,js,cpp,1.0,0.0
qwen2.5coder2b,int_factors,go,java,1.0,0.0
stablecode,file_exists,cpp,rs,1.0,0.0
dolphincoder7b,bit_ops,js,c,1.0,0.0
codeqwen,bit_ops,c,cpp,1.0,0.0
codellama7b,bit_ops,js,py,1.0,0.0
qwen2.5coder7b,bit_ops,js,cpp,1.0,0.0
stablecode,str_prepend,cpp,c,1.0,0.0
codellama7b,file_exists,cpp,java,1.0,0.0
qwen2.5coder7b,logic_ops,js,java,1.0,1.0
qwen2.5coder2b,str_prepend,cpp,go,1.0,0.0
deepseekcoderv2,str_match,java,go,1.0,0.0
qwen2.5coder2b,str_match,cpp,rs,1.0,1.0
stablecode,str_substring,go,js,1.0,0.0
dolphincoder7b,dir_make,py,c,1.0,0.0
granitecode3b,str_interp,rs,c,1.0,0.0
codellama7b,file_size,java,rs,1.0,0.0
yicoder9b,bit_ops,java,cpp,1.0,0.0
qwen2.5coder2b,file_create,go,c,1.0,1.0
stablecode,bit_ops,py,js,1.0,0.0
yicoder9b,dir_make,c,cpp,1.0,0.0
codeqwen,dir_make,rs,c,1.0,1.0
stablecode,str_match,go,js,1.0,0.0
granitecode8b,str_match,c,py,1.0,0.0
codellama7b,int_factors,rs,java,1.0,1.0
deepseekcoderv2,int_factors,rs,cpp,1.0,0.0
stablecode,file_rename,java,js,1.0,0.0
yicoder2b,int_factors,rs,java,1.0,0.0
qwen2.5coder2b,file_rename,py,rs,1.0,1.0
granitecode8b,bit_ops,js,rs,1.0,0.0
yicoder2b,int_arith,c,go,1.0,0.0
qwen2.5coder7b,str_interp,c,rs,1.0,1.0
granitecode3b,bit_ops,py,go,1.0,0.0
stablecode,int_arith,js,rs,1.0,0.0
codegemma7b,str_substring,go,rs,1.0,0.0
qwen2.5coder7b,str_append,c,rs,1.0,1.0
granitecode3b,file_size,js,cpp,1.0,0.0
yicoder9b,str_substring,java,cpp,1.0,0.0
qwen2.5coder2b,file_rename,py,c,1.0,0.0
deepseekcoder7b,file_create,go,java,1.0,1.0
deepseekcoder7b,int_arith,c,cpp,1.0,1.0
yicoder2b,str_concat,go,rs,1.0,0.0
qwen2.5coder2b,str_prepend,java,rs,1.0,1.0
granitecode3b,str_match,cpp,py,1.0,0.0
qwen2.5coder2b,int_arith,py,rs,1.0,0.0
granitecode8b,int_cmp,rs,c,1.0,0.0
qwen2.5coder2b,str_substring,go,rs,1.0,0.0
codegemma7b,str_cmp,py,c,1.0,0.0
yicoder9b,logic_ops,js,rs,1.0,1.0
stablecode,str_prepend,cpp,rs,1.0,0.0
magicoder7b,str_concat,js,c,1.0,1.0
granitecode3b,str_match,js,java,1.0,0.0
qwen2.5coder7b,file_rename,rs,go,1.0,0.0
stablecode,file_exists,rs,cpp,1.0,0.0
granitecode3b,bit_ops,go,c,1.0,0.0
codegeex4,bit_ops,cpp,go,1.0,1.0
codegeex4,str_cmp,c,cpp,1.0,0.0
granitecode3b,file_create,py,go,1.0,0.0
codegemma7b,str_prepend,java,rs,1.0,0.0
deepseekcoderv2,dir_make,js,cpp,1.0,0.0
deepseekcoder7b,logic_ops,go,cpp,1.0,0.0
yicoder9b,str_substring,rs,cpp,1.0,1.0
qwen2.5coder7b,file_exists,go,cpp,1.0,0.0
stablecode,str_match,java,go,1.0,0.0
qwen2.5coder2b,file_rename,java,rs,1.0,0.0
granitecode8b,file_create,java,c,1.0,0.0
qwen2.5coder2b,bit_ops,py,go,1.0,0.0
qwen2.5coder7b,file_size,c,rs,1.0,1.0
deepseekcoder7b,file_create,js,rs,1.0,0.0
codeqwen,file_exists,rs,go,1.0,1.0
codellama7b,str_prepend,cpp,java,1.0,1.0
magicoder7b,int_arith,py,rs,1.0,1.0
qwen2.5coder2b,str_prepend,go,java,1.0,1.0
codeqwen,int_cmp,js,c,1.0,1.0
deepseekcoder7b,str_cmp,c,py,1.0,1.0
codellama7b,str_append,rs,cpp,1.0,1.0
qwen2.5coder7b,file_exists,py,rs,1.0,1.0
qwen2.5coder7b,file_create,py,cpp,1.0,0.0
codellama7b,file_create,js,rs,1.0,1.0
codegeex4,int_factors,go,rs,1.0,1.0
codegemma7b,bit_ops,js,go,1.0,0.0
stablecode,logic_ops,java,py,1.0,0.0
stablecode,str_cmp,py,go,1.0,0.0
qwen2.5coder2b,file_create,cpp,c,1.0,1.0
qwen2.5coder7b,int_factors,go,java,1.0,0.0
codellama7b,file_rename,js,java,1.0,0.0
deepseekcoder7b,str_substring,go,c,1.0,1.0
codegeex4,str_substring,rs,cpp,1.0,0.0
dolphincoder7b,str_match,go,c,1.0,0.0
granitecode3b,dir_make,py,cpp,1.0,0.0
deepseekcoder7b,int_cmp,c,cpp,1.0,1.0
granitecode3b,file_exists,java,c,1.0,0.0
codellama7b,str_prepend,rs,java,1.0,0.0
granitecode3b,logic_ops,py,rs,1.0,1.0
stablecode,int_arith,cpp,java,1.0,0.0
granitecode8b,logic_ops,cpp,rs,1.0,1.0
codellama7b,int_arith,py,go,1.0,0.0
granitecode8b,file_exists,py,go,1.0,0.0
yicoder2b,file_rename,py,go,1.0,0.0
yicoder2b,file_rename,go,c,1.0,1.0
codegemma7b,bit_ops,cpp,rs,1.0,0.0
granitecode8b,str_prepend,java,go,1.0,0.0
magicoder7b,logic_ops,go,c,1.0,1.0
qwen2.5coder7b,dir_make,cpp,rs,1.0,1.0
stablecode,str_concat,c,py,1.0,0.0
granitecode8b,file_size,py,cpp,1.0,0.0
qwen2.5coder7b,logic_ops,cpp,rs,1.0,0.0
magicoder7b,str_substring,c,rs,1.0,0.0
granitecode3b,int_factors,js,java,1.0,0.0
yicoder9b,str_substring,rs,go,1.0,1.0
yicoder9b,str_interp,go,rs,1.0,0.0
granitecode8b,dir_make,js,go,1.0,1.0
deepseekcoder7b,str_interp,js,rs,1.0,0.0
yicoder2b,file_create,c,go,1.0,0.0
dolphincoder7b,file_create,js,cpp,1.0,0.0
yicoder9b,dir_make,js,c,1.0,0.0
qwen2.5coder7b,int_arith,py,c,1.0,1.0
codellama7b,int_cmp,cpp,java,1.0,1.0
yicoder2b,int_cmp,java,rs,1.0,0.0
qwen2.5coder2b,int_factors,rs,java,1.0,1.0
qwen2.5coder2b,file_create,cpp,rs,1.0,1.0
granitecode3b,str_prepend,c,go,1.0,0.0
dolphincoder7b,logic_ops,c,rs,1.0,0.0
granitecode3b,str_substring,cpp,rs,1.0,1.0
codegemma7b,dir_make,cpp,go,1.0,0.0
codegemma7b,file_size,go,cpp,1.0,0.0
dolphincoder7b,dir_make,cpp,rs,1.0,0.0
yicoder2b,file_rename,rs,cpp,1.0,0.0
codegeex4,dir_make,js,c,1.0,1.0
qwen2.5coder2b,dir_make,java,cpp,1.0,0.0
dolphincoder7b,dir_make,c,rs,1.0,0.0
deepseekcoder7b,str_concat,py,cpp,1.0,1.0
stablecode,dir_make,go,js,1.0,0.0
qwen2.5coder2b,str_cmp,cpp,java,1.0,0.0
granitecode8b,logic_ops,cpp,c,1.0,0.0
codegeex4,str_interp,java,c,1.0,1.0
codeqwen,file_exists,py,cpp,1.0,0.0
yicoder2b,str_substring,cpp,c,1.0,0.0
magicoder7b,dir_make,cpp,c,1.0,0.0
codeqwen,str_substring,c,rs,1.0,0.0
qwen2.5coder2b,str_interp,js,rs,1.0,1.0
stablecode,str_cmp,cpp,py,1.0,0.0
granitecode8b,str_concat,cpp,c,1.0,0.0
codegemma7b,int_factors,py,rs,1.0,0.0
yicoder2b,str_match,py,java,1.0,0.0
magicoder7b,str_prepend,py,go,1.0,1.0
granitecode8b,int_factors,c,py,1.0,0.0
granitecode8b,int_factors,py,cpp,1.0,1.0
magicoder7b,dir_make,rs,cpp,1.0,0.0
stablecode,file_exists,js,py,1.0,0.0
codellama7b,bit_ops,cpp,go,1.0,0.0
stablecode,file_rename,go,cpp,1.0,0.0
stablecode,file_exists,py,js,1.0,0.0
deepseekcoder7b,str_match,js,cpp,1.0,0.0
dolphincoder7b,file_size,c,go,1.0,0.0
yicoder2b,dir_make,js,rs,1.0,0.0
stablecode,int_arith,java,rs,1.0,0.0
granitecode3b,file_exists,cpp,rs,1.0,0.0
codellama7b,str_match,cpp,rs,1.0,0.0
qwen2.5coder7b,file_rename,rs,cpp,1.0,0.0
yicoder9b,file_create,js,c,1.0,0.0
codellama7b,logic_ops,rs,c,1.0,1.0
qwen2.5coder2b,logic_ops,cpp,rs,1.0,0.0
stablecode,str_concat,cpp,py,1.0,0.0
qwen2.5coder7b,int_factors,go,cpp,1.0,0.0
granitecode8b,str_interp,rs,c,1.0,0.0
stablecode,file_exists,go,js,1.0,0.0
dolphincoder7b,file_rename,c,rs,1.0,1.0
stablecode,int_factors,rs,cpp,1.0,0.0
codeqwen,logic_ops,java,go,1.0,1.0
granitecode3b,str_match,c,py,1.0,1.0
deepseekcoder7b,int_factors,js,c,1.0,0.0
granitecode8b,str_substring,java,py,1.0,0.0
stablecode,logic_ops,rs,c,1.0,0.0
deepseekcoder7b,logic_ops,cpp,rs,1.0,0.0
yicoder2b,str_cmp,py,js,1.0,1.0
qwen2.5coder7b,file_create,cpp,c,1.0,1.0
granitecode3b,file_create,java,cpp,1.0,0.0
stablecode,file_create,java,go,1.0,0.0
stablecode,dir_make,py,java,1.0,0.0
granitecode3b,int_arith,rs,c,1.0,0.0
codellama7b,int_factors,c,cpp,1.0,0.0
granitecode8b,file_create,cpp,c,1.0,0.0
codegemma7b,int_factors,go,rs,1.0,1.0
yicoder9b,str_substring,js,go,1.0,0.0
stablecode,str_substring,c,js,1.0,0.0
qwen2.5coder7b,bit_ops,js,c,1.0,0.0
magicoder7b,int_factors,java,cpp,1.0,0.0
codellama7b,str_interp,py,java,1.0,0.0
stablecode,dir_make,py,js,1.0,0.0
granitecode8b,bit_ops,c,cpp,1.0,1.0
deepseekcoder7b,file_exists,py,c,1.0,1.0
codegemma7b,logic_ops,py,c,1.0,0.0
granitecode8b,file_size,js,java,1.0,0.0
yicoder2b,dir_make,java,cpp,1.0,0.0
qwen2.5coder2b,str_substring,cpp,c,1.0,0.0
granitecode8b,str_append,py,c,1.0,0.0
deepseekcoderv2,str_interp,go,rs,1.0,1.0
yicoder2b,file_create,cpp,rs,1.0,0.0
dolphincoder7b,int_factors,go,java,1.0,0.0
granitecode8b,int_arith,c,cpp,1.0,0.0
yicoder2b,bit_ops,java,go,1.0,0.0
codegemma7b,str_substring,js,cpp,1.0,1.0
granitecode8b,str_cmp,py,c,1.0,0.0
granitecode8b,str_cmp,cpp,go,1.0,1.0
qwen2.5coder2b,file_size,cpp,go,1.0,0.0
yicoder2b,int_factors,go,cpp,1.0,0.0
magicoder7b,bit_ops,go,c,1.0,0.0
stablecode,file_exists,rs,py,1.0,0.0
granitecode8b,str_substring,c,js,1.0,1.0
deepseekcoder7b,int_factors,cpp,go,1.0,1.0
yicoder9b,str_prepend,cpp,go,1.0,1.0
dolphincoder7b,int_factors,java,rs,1.0,0.0
qwen2.5coder2b,str_concat,py,c,1.0,1.0
stablecode,dir_make,js,py,1.0,0.0
granitecode3b,str_match,rs,c,1.0,0.0
qwen2.5coder2b,int_factors,py,go,1.0,0.0
codeqwen,file_exists,java,cpp,1.0,0.0
stablecode,file_rename,cpp,go,1.0,0.0
deepseekcoder7b,bit_ops,go,c,1.0,1.0
codeqwen,int_factors,py,cpp,1.0,0.0
stablecode,int_arith,c,java,1.0,0.0
dolphincoder7b,int_factors,c,go,1.0,0.0
granitecode3b,logic_ops,go,rs,1.0,1.0
codeqwen,str_cmp,go,cpp,1.0,0.0
granitecode8b,file_create,go,cpp,1.0,0.0
granitecode3b,int_cmp,go,cpp,1.0,0.0
codellama7b,int_arith,rs,cpp,1.0,0.0
stablecode,str_match,rs,java,1.0,0.0
codegeex4,str_interp,cpp,c,1.0,0.0
deepseekcoder7b,str_interp,go,cpp,1.0,0.0
qwen2.5coder2b,str_substring,java,go,1.0,0.0
codegemma7b,int_factors,c,cpp,1.0,0.0
qwen2.5coder7b,file_exists,go,rs,1.0,1.0
granitecode8b,str_prepend,java,cpp,1.0,0.0
codegemma7b,str_substring,cpp,rs,1.0,0.0
codellama7b,str_cmp,js,cpp,1.0,1.0
codellama7b,str_prepend,js,rs,1.0,1.0
deepseekcoder7b,file_exists,js,cpp,1.0,0.0
yicoder2b,file_exists,js,rs,1.0,0.0
dolphincoder7b,file_exists,c,java,1.0,1.0
codellama7b,str_concat,js,py,1.0,1.0
codeqwen,int_arith,py,cpp,1.0,1.0
granitecode8b,file_size,py,c,1.0,0.0
granitecode8b,str_substring,py,go,1.0,1.0
dolphincoder7b,str_cmp,py,c,1.0,0.0
stablecode,file_rename,cpp,c,1.0,0.0
qwen2.5coder7b,str_interp,js,rs,1.0,1.0
codellama7b,bit_ops,js,cpp,1.0,0.0
codellama7b,file_size,rs,java,1.0,0.0
granitecode8b,str_prepend,java,c,1.0,0.0
codellama7b,str_concat,js,java,1.0,0.0
qwen2.5coder7b,file_exists,cpp,rs,1.0,1.0
qwen2.5coder2b,str_substring,py,rs,1.0,0.0
codegeex4,file_size,go,cpp,1.0,1.0
magicoder7b,bit_ops,cpp,rs,1.0,0.0
codegemma7b,str_substring,java,cpp,1.0,1.0
qwen2.5coder7b,str_cmp,js,go,1.0,1.0
dolphincoder7b,logic_ops,js,c,1.0,0.0
deepseekcoder7b,file_create,py,c,1.0,0.0
yicoder2b,file_exists,cpp,go,1.0,0.0
qwen2.5coder2b,int_arith,go,rs,1.0,0.0
yicoder9b,logic_ops,go,cpp,1.0,1.0
granitecode8b,file_exists,py,cpp,1.0,0.0
yicoder9b,dir_make,js,cpp,1.0,0.0
stablecode,str_cmp,c,go,1.0,0.0
codegemma7b,file_exists,go,c,1.0,0.0
codegemma7b,str_substring,py,rs,1.0,0.0
yicoder9b,str_prepend,py,c,1.0,1.0
granitecode3b,file_exists,go,c,1.0,0.0
granitecode8b,bit_ops,go,cpp,1.0,0.0
granitecode3b,int_arith,py,java,1.0,0.0
granitecode8b,str_prepend,c,rs,1.0,0.0
deepseekcoder7b,dir_make,c,rs,1.0,0.0
stablecode,str_match,js,go,1.0,0.0
stablecode,int_cmp,cpp,py,1.0,0.0
codellama7b,file_create,py,cpp,1.0,0.0
granitecode8b,str_interp,java,c,1.0,0.0
granitecode3b,str_cmp,rs,go,1.0,1.0
deepseekcoder7b,file_create,rs,c,1.0,0.0
stablecode,dir_make,cpp,js,1.0,0.0
stablecode,str_substring,js,go,1.0,0.0
qwen2.5coder7b,dir_make,go,rs,1.0,1.0
yicoder9b,str_prepend,rs,c,1.0,1.0
qwen2.5coder7b,str_substring,c,java,1.0,0.0
qwen2.5coder7b,str_prepend,c,rs,1.0,1.0
granitecode8b,str_prepend,js,rs,1.0,0.0
stablecode,bit_ops,py,cpp,1.0,0.0
codellama7b,dir_make,go,c,1.0,1.0
qwen2.5coder2b,str_match,py,go,1.0,1.0
stablecode,str_match,c,py,1.0,0.0
granitecode3b,str_append,c,cpp,1.0,0.0
magicoder7b,logic_ops,java,rs,1.0,1.0
qwen2.5coder2b,int_arith,java,rs,1.0,0.0
yicoder2b,bit_ops,c,java,1.0,1.0
yicoder9b,file_create,java,c,1.0,1.0
magicoder7b,str_substring,java,go,1.0,1.0
yicoder2b,int_cmp,js,go,1.0,1.0
qwen2.5coder2b,str_cmp,rs,go,1.0,1.0
yicoder9b,int_cmp,py,rs,1.0,1.0
granitecode8b,file_rename,js,c,1.0,0.0
granitecode8b,int_arith,rs,cpp,1.0,0.0
yicoder2b,dir_make,js,c,1.0,0.0
yicoder2b,str_append,go,js,1.0,0.0
deepseekcoder7b,int_cmp,go,rs,1.0,1.0
stablecode,bit_ops,rs,go,1.0,0.0
granitecode3b,dir_make,js,py,1.0,0.0
stablecode,int_cmp,cpp,java,1.0,0.0
granitecode8b,str_concat,rs,go,1.0,0.0
granitecode3b,file_rename,py,cpp,1.0,0.0
granitecode8b,file_size,rs,c,1.0,0.0
codegemma7b,logic_ops,c,cpp,1.0,0.0
stablecode,file_size,cpp,js,1.0,0.0
codeqwen,int_cmp,py,rs,1.0,0.0
qwen2.5coder7b,bit_ops,py,go,1.0,0.0
codegemma7b,logic_ops,go,rs,1.0,1.0
codellama7b,str_match,py,rs,1.0,0.0
codellama7b,str_prepend,java,c,1.0,0.0
granitecode3b,str_prepend,py,cpp,1.0,0.0
codegeex4,str_cmp,py,java,1.0,1.0
granitecode8b,file_rename,java,c,1.0,0.0
codellama7b,int_factors,go,c,1.0,0.0
granitecode8b,int_arith,java,cpp,1.0,0.0
granitecode8b,str_cmp,go,cpp,1.0,0.0
magicoder7b,int_factors,cpp,rs,1.0,0.0
codegeex4,bit_ops,java,go,1.0,0.0
codellama7b,file_exists,go,cpp,1.0,0.0
codegeex4,file_size,cpp,go,1.0,1.0
granitecode3b,str_concat,java,c,1.0,0.0
deepseekcoderv2,str_concat,py,go,1.0,0.0
codegeex4,bit_ops,py,rs,1.0,0.0
yicoder2b,dir_make,rs,cpp,1.0,0.0
stablecode,str_substring,go,cpp,1.0,0.0
stablecode,file_size,py,java,1.0,0.0
granitecode3b,str_match,go,py,1.0,0.0
granitecode3b,file_size,cpp,rs,1.0,1.0
granitecode3b,str_match,py,c,1.0,0.0
deepseekcoderv2,file_rename,js,cpp,1.0,0.0
dolphincoder7b,int_arith,go,java,1.0,1.0
granitecode8b,str_cmp,c,go,1.0,1.0
codellama7b,str_prepend,rs,cpp,1.0,1.0
stablecode,int_cmp,go,py,1.0,0.0
codellama7b,int_factors,c,go,1.0,0.0
stablecode,file_size,js,go,1.0,1.0
codegemma7b,logic_ops,rs,c,1.0,0.0
granitecode8b,str_append,rs,c,1.0,0.0
stablecode,dir_make,c,py,1.0,0.0
granitecode3b,file_create,go,c,1.0,0.0
qwen2.5coder2b,str_match,py,c,1.0,0.0
stablecode,str_append,rs,cpp,1.0,1.0
deepseekcoder7b,file_exists,rs,c,1.0,0.0
deepseekcoder7b,bit_ops,c,rs,1.0,0.0
granitecode8b,str_cmp,rs,c,1.0,0.0
stablecode,file_size,c,cpp,1.0,0.0
magicoder7b,file_exists,js,rs,1.0,0.0
deepseekcoderv2,int_factors,go,java,1.0,1.0
codellama7b,file_rename,rs,cpp,1.0,0.0
qwen2.5coder2b,dir_make,rs,java,1.0,1.0
stablecode,int_factors,c,java,1.0,0.0
codegeex4,bit_ops,go,c,1.0,0.0
dolphincoder7b,logic_ops,java,cpp,1.0,1.0
codegemma7b,str_append,rs,go,1.0,0.0
granitecode8b,int_factors,rs,py,1.0,0.0
deepseekcoder7b,bit_ops,cpp,go,1.0,0.0
granitecode3b,int_factors,java,go,1.0,1.0
qwen2.5coder7b,str_match,rs,cpp,1.0,0.0
codellama7b,file_size,py,rs,1.0,0.0
granitecode3b,int_arith,py,c,1.0,0.0
codegeex4,str_cmp,cpp,c,1.0,1.0
codellama7b,str_prepend,cpp,rs,1.0,0.0
deepseekcoder7b,file_rename,c,java,1.0,1.0
granitecode3b,logic_ops,cpp,go,1.0,0.0
codegeex4,logic_ops,cpp,rs,1.0,0.0
qwen2.5coder7b,str_interp,java,go,1.0,1.0
granitecode3b,file_create,c,java,1.0,1.0
codeqwen,dir_make,cpp,rs,1.0,0.0
deepseekcoder7b,str_append,go,java,1.0,1.0
deepseekcoder7b,str_cmp,c,cpp,1.0,0.0
granitecode8b,str_interp,py,c,1.0,0.0
stablecode,dir_make,c,cpp,1.0,0.0
deepseekcoder7b,str_match,go,c,1.0,1.0
codellama7b,logic_ops,py,c,1.0,0.0
stablecode,int_cmp,rs,js,1.0,0.0
yicoder2b,str_interp,java,rs,1.0,0.0
yicoder2b,int_cmp,js,java,1.0,0.0
deepseekcoder7b,str_substring,go,java,1.0,1.0
codegeex4,int_arith,java,go,1.0,1.0
dolphincoder7b,str_concat,py,c,1.0,1.0
granitecode8b,str_append,rs,cpp,1.0,0.0
yicoder9b,file_create,java,cpp,1.0,0.0
granitecode8b,str_append,java,cpp,1.0,0.0
deepseekcoderv2,file_size,rs,go,1.0,1.0
qwen2.5coder2b,int_arith,py,c,1.0,1.0
granitecode3b,file_create,rs,cpp,1.0,0.0
deepseekcoder7b,str_match,js,rs,1.0,0.0
deepseekcoderv2,dir_make,c,cpp,1.0,0.0
codeqwen,logic_ops,go,java,1.0,1.0
qwen2.5coder7b,str_match,cpp,c,1.0,1.0
codegemma7b,file_rename,cpp,go,1.0,1.0
deepseekcoder7b,str_concat,rs,go,1.0,1.0
granitecode8b,int_factors,js,py,1.0,0.0
codegemma7b,str_append,js,go,1.0,1.0
yicoder9b,file_exists,rs,cpp,1.0,0.0
codegemma7b,str_cmp,py,java,1.0,0.0
stablecode,file_size,rs,go,1.0,0.0
qwen2.5coder2b,str_interp,java,rs,1.0,1.0
granitecode8b,str_interp,java,cpp,1.0,0.0
magicoder7b,int_factors,java,go,1.0,1.0
magicoder7b,file_create,rs,cpp,1.0,0.0
stablecode,str_substring,py,java,1.0,0.0
granitecode3b,logic_ops,java,rs,1.0,1.0
qwen2.5coder2b,logic_ops,c,rs,1.0,0.0
stablecode,int_factors,cpp,js,1.0,0.0
codellama7b,bit_ops,go,java,1.0,0.0
deepseekcoder7b,str_interp,go,java,1.0,1.0
yicoder9b,bit_ops,java,rs,1.0,0.0
granitecode8b,str_match,js,cpp,1.0,0.0
codellama7b,file_size,go,rs,1.0,1.0
dolphincoder7b,file_rename,cpp,rs,1.0,0.0
dolphincoder7b,dir_make,py,go,1.0,0.0
yicoder2b,dir_make,java,c,1.0,0.0
codegemma7b,logic_ops,py,cpp,1.0,0.0
magicoder7b,int_factors,rs,java,1.0,0.0
yicoder2b,str_concat,c,rs,1.0,0.0
codegemma7b,str_substring,c,js,1.0,1.0
stablecode,str_cmp,go,java,1.0,0.0
codellama7b,int_factors,go,cpp,1.0,0.0
deepseekcoder7b,bit_ops,go,java,1.0,1.0
codeqwen,str_match,go,c,1.0,0.0
codegemma7b,str_match,java,rs,1.0,0.0
qwen2.5coder7b,bit_ops,go,cpp,1.0,0.0
granitecode8b,int_factors,go,java,1.0,0.0
stablecode,file_create,py,java,1.0,0.0
codeqwen,str_cmp,java,cpp,1.0,1.0
yicoder2b,bit_ops,go,py,1.0,0.0
stablecode,file_create,cpp,py,1.0,0.0
deepseekcoder7b,str_prepend,js,java,1.0,0.0
qwen2.5coder2b,str_prepend,c,rs,1.0,1.0
dolphincoder7b,int_arith,go,py,1.0,1.0
qwen2.5coder2b,file_size,c,go,1.0,0.0
qwen2.5coder2b,str_interp,java,c,1.0,1.0
deepseekcoder7b,logic_ops,js,c,1.0,0.0
deepseekcoder7b,str_substring,c,go,1.0,0.0
magicoder7b,file_rename,py,go,1.0,0.0
deepseekcoder7b,file_rename,rs,java,1.0,1.0
codegemma7b,int_arith,cpp,rs,1.0,0.0
codegeex4,bit_ops,go,rs,1.0,0.0
qwen2.5coder7b,file_rename,js,c,1.0,0.0
codellama7b,int_arith,c,java,1.0,0.0
yicoder2b,int_cmp,rs,go,1.0,0.0
granitecode8b,file_rename,js,java,1.0,1.0
granitecode8b,int_factors,c,cpp,1.0,0.0
qwen2.5coder2b,str_cmp,js,go,1.0,0.0
